ticker,owner,Relationship,cost,value,dt,dt_sec,markPrice,close,T,% markPrice_cost,% close_cost
ARHS,Phillipson Dawn,Chief Financial Officer,11.62,581000,2021-12-14 00:00:00,2021-12-15 20:42:00,11.21000004,11.16,ARHS,-3.528398967297751,-3.958691910499132
HQY,DILLON ADRIAN T,Director,40.47,500811,2021-12-14 00:00:00,2021-12-15 18:26:00,39.15000153,40.55,HQY,-3.2616715344699814,0.19767729182109786
HQY,DILLON ADRIAN T,Director,40.47,500811,2021-12-14 00:00:00,2021-12-15 18:26:00,39.15000153,40.55,HQY,-3.2616715344699814,0.19767729182109786
LANC,HARRIS ALAN F,Director,156.37,499597,2021-12-14 00:00:00,2021-12-16 13:03:00,162.53999329,158.82,LANC,3.945765357805211,1.5667967001342895
EVER,BLUNDIN DAVID B,Director,14.95,470252,2021-12-14 00:00:00,2021-12-15 19:20:00,15.76000023,15.35,EVER,5.418061739130435,2.6755852842809387
EVER,BLUNDIN DAVID B,Director,14.95,470252,2021-12-14 00:00:00,2021-12-15 19:20:00,15.76000023,15.35,EVER,5.418061739130435,2.6755852842809387
WSC,Upchurch Michael W,Director,38.43,384300,2021-12-14 00:00:00,2021-12-15 16:07:00,39.75999832,39.62,WSC,3.4608335154826997,3.0965391621129266
SYNL,Guy Henry L,Director,14.0,349753,2021-12-14 00:00:00,2021-12-16 16:27:00,13.60000038,13.46,SYNL,-2.8571401428571366,-3.8571428571428514
SYNL,Guy Henry L,Director,14.0,349753,2021-12-14 00:00:00,2021-12-16 16:27:00,13.60000038,13.46,SYNL,-2.8571401428571366,-3.8571428571428514
ALTG,"B. Riley Financial, Inc.",10% Owner,13.49,291357,2021-12-14 00:00:00,2021-12-15 21:31:00,14.06000042,13.68,ALTG,4.225355226093399,1.4084507042253482
ALTG,"B. Riley Financial, Inc.",10% Owner,13.49,291357,2021-12-14 00:00:00,2021-12-15 21:31:00,14.06000042,13.68,ALTG,4.225355226093399,1.4084507042253482
ALTG,"B. Riley Financial, Inc.",10% Owner,13.49,291357,2021-12-14 00:00:00,2021-12-15 21:31:00,14.06000042,13.68,ALTG,4.225355226093399,1.4084507042253482
JXN,Kirkland Derek G,Director,38.14,247905,2021-12-14 00:00:00,2021-12-15 17:32:00,38.25999832,39.0,JXN,0.3146259045621409,2.25485055060304
RWAY,OCM Growth Holdings LLC,Director,13.52,231416,2021-12-14 00:00:00,2021-12-15 16:35:00,13.0,13.27,RWAY,-3.8461538461538427,-1.849112426035503
RWAY,OCM Growth Holdings LLC,Director,13.52,231416,2021-12-14 00:00:00,2021-12-15 16:35:00,13.0,13.27,RWAY,-3.8461538461538427,-1.849112426035503
RWAY,OCM Growth Holdings LLC,Director,13.52,231416,2021-12-14 00:00:00,2021-12-15 16:35:00,13.0,13.27,RWAY,-3.8461538461538427,-1.849112426035503
PETQ,Smith Michael A,EVP - Products,21.4,214000,2021-12-14 00:00:00,2021-12-16 16:05:00,21.20000076,21.39,PETQ,-0.9345758878504523,-0.04672897196260753
NVRO,OBOYLE KEVIN C,Director,83.78,201070,2021-12-14 00:00:00,2021-12-16 17:58:00,82.36000061,82.13,NVRO,-1.6949145261398912,-1.969443781332067
DTC,Merris John,President and CEO,14.12,199459,2021-12-14 00:00:00,2021-12-15 19:01:00,14.72999954,15.34,DTC,4.320110056657227,8.64022662889519
BCOR,ERNST MARK A,Director,16.36,196680,2021-12-14 00:00:00,2021-12-15 18:58:00,16.89999962,16.68,BCOR,3.30073117359413,1.9559902200489014
BCOR,ERNST MARK A,Director,16.36,196680,2021-12-14 00:00:00,2021-12-15 18:58:00,16.89999962,16.68,BCOR,3.30073117359413,1.9559902200489014
BCOR,ERNST MARK A,Director,16.36,196680,2021-12-14 00:00:00,2021-12-15 18:58:00,16.89999962,16.68,BCOR,3.30073117359413,1.9559902200489014
BCOR,ERNST MARK A,Director,16.36,196680,2021-12-14 00:00:00,2021-12-15 18:58:00,16.89999962,16.68,BCOR,3.30073117359413,1.9559902200489014
BCOR,Walters Christopher William,Chief Executive Officer,16.73,167300,2021-12-14 00:00:00,2021-12-16 16:23:00,16.89999962,16.68,BCOR,1.0161364016736323,-0.2988643156007215
BCOR,Walters Christopher William,Chief Executive Officer,16.73,167300,2021-12-14 00:00:00,2021-12-16 16:23:00,16.89999962,16.68,BCOR,1.0161364016736323,-0.2988643156007215
BCOR,Walters Christopher William,Chief Executive Officer,16.73,167300,2021-12-14 00:00:00,2021-12-16 16:23:00,16.89999962,16.68,BCOR,1.0161364016736323,-0.2988643156007215
BCOR,Walters Christopher William,Chief Executive Officer,16.73,167300,2021-12-14 00:00:00,2021-12-16 16:23:00,16.89999962,16.68,BCOR,1.0161364016736323,-0.2988643156007215
ASAN,Moskovitz Dustin A.,"President, CEO, & Chair",65.4,32700213,2021-12-13 00:00:00,2021-12-15 20:29:00,67.30999756,69.65,ASAN,2.9204855657492255,6.498470948012232
ASAN,Moskovitz Dustin A.,"President, CEO, & Chair",65.4,32700213,2021-12-13 00:00:00,2021-12-15 20:29:00,67.30999756,69.65,ASAN,2.9204855657492255,6.498470948012232
ASAN,Moskovitz Dustin A.,"President, CEO, & Chair",65.4,32700213,2021-12-13 00:00:00,2021-12-15 20:29:00,67.30999756,69.65,ASAN,2.9204855657492255,6.498470948012232
SIX,Ruchim Arik W,Director,37.51,7502200,2021-12-13 00:00:00,2021-12-15 16:33:00,38.84999847,38.57,SIX,3.572376619568128,2.825913089842715
SIX,Ruchim Arik W,Director,37.51,7502200,2021-12-13 00:00:00,2021-12-15 16:33:00,38.84999847,38.57,SIX,3.572376619568128,2.825913089842715
SIX,Ruchim Arik W,Director,37.51,7502200,2021-12-13 00:00:00,2021-12-15 16:33:00,38.84999847,38.57,SIX,3.572376619568128,2.825913089842715
SIX,Ruchim Arik W,Director,37.51,7502200,2021-12-13 00:00:00,2021-12-15 16:33:00,38.84999847,38.57,SIX,3.572376619568128,2.825913089842715
SIX,Ruchim Arik W,Director,37.51,7502200,2021-12-13 00:00:00,2021-12-15 16:33:00,38.84999847,38.57,SIX,3.572376619568128,2.825913089842715
SIX,JAFFER REHAN,10% Owner,37.51,7502200,2021-12-13 00:00:00,2021-12-15 16:31:00,38.84999847,38.57,SIX,3.572376619568128,2.825913089842715
SIX,JAFFER REHAN,10% Owner,37.51,7502200,2021-12-13 00:00:00,2021-12-15 16:31:00,38.84999847,38.57,SIX,3.572376619568128,2.825913089842715
SIX,JAFFER REHAN,10% Owner,37.51,7502200,2021-12-13 00:00:00,2021-12-15 16:31:00,38.84999847,38.57,SIX,3.572376619568128,2.825913089842715
SIX,JAFFER REHAN,10% Owner,37.51,7502200,2021-12-13 00:00:00,2021-12-15 16:31:00,38.84999847,38.57,SIX,3.572376619568128,2.825913089842715
SIX,JAFFER REHAN,10% Owner,37.51,7502200,2021-12-13 00:00:00,2021-12-15 16:31:00,38.84999847,38.57,SIX,3.572376619568128,2.825913089842715
ALTG,"B. Riley Financial, Inc.",10% Owner,13.49,492676,2021-12-13 00:00:00,2021-12-15 21:31:00,14.06000042,13.68,ALTG,4.225355226093399,1.4084507042253482
ALTG,"B. Riley Financial, Inc.",10% Owner,13.49,492676,2021-12-13 00:00:00,2021-12-15 21:31:00,14.06000042,13.68,ALTG,4.225355226093399,1.4084507042253482
ALTG,"B. Riley Financial, Inc.",10% Owner,13.49,492676,2021-12-13 00:00:00,2021-12-15 21:31:00,14.06000042,13.68,ALTG,4.225355226093399,1.4084507042253482
SYNL,Guy Henry L,Director,13.99,332737,2021-12-13 00:00:00,2021-12-16 16:27:00,13.60000038,13.46,SYNL,-2.787702787705499,-3.7884203002144345
SYNL,Guy Henry L,Director,13.99,332737,2021-12-13 00:00:00,2021-12-16 16:27:00,13.60000038,13.46,SYNL,-2.787702787705499,-3.7884203002144345
BCOR,ERNST MARK A,Director,16.93,304740,2021-12-13 00:00:00,2021-12-15 18:58:00,16.89999962,16.68,BCOR,-0.1772024808033113,-1.4766686355581808
BCOR,ERNST MARK A,Director,16.93,304740,2021-12-13 00:00:00,2021-12-15 18:58:00,16.89999962,16.68,BCOR,-0.1772024808033113,-1.4766686355581808
BCOR,ERNST MARK A,Director,16.93,304740,2021-12-13 00:00:00,2021-12-15 18:58:00,16.89999962,16.68,BCOR,-0.1772024808033113,-1.4766686355581808
BCOR,ERNST MARK A,Director,16.93,304740,2021-12-13 00:00:00,2021-12-15 18:58:00,16.89999962,16.68,BCOR,-0.1772024808033113,-1.4766686355581808
RWAY,OCM Growth Holdings LLC,Director,13.41,261462,2021-12-13 00:00:00,2021-12-15 16:35:00,13.0,13.27,RWAY,-3.057419835943327,-1.0439970171513837
RWAY,OCM Growth Holdings LLC,Director,13.41,261462,2021-12-13 00:00:00,2021-12-15 16:35:00,13.0,13.27,RWAY,-3.057419835943327,-1.0439970171513837
RWAY,OCM Growth Holdings LLC,Director,13.41,261462,2021-12-13 00:00:00,2021-12-15 16:35:00,13.0,13.27,RWAY,-3.057419835943327,-1.0439970171513837
