ticker,owner,Relationship,cost,value,dt,dt_sec,markPrice,close,T,% markPrice_cost,% close_cost
GIC,LEEDS ROBERT,Vice Chairman,32.37,92050158,2021-12-16 00:00:00,2021-12-16 20:05:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS ROBERT,Vice Chairman,32.37,92050158,2021-12-16 00:00:00,2021-12-16 20:05:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS ROBERT,Vice Chairman,32.37,92050158,2021-12-16 00:00:00,2021-12-16 20:05:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS RICHARD,Executive Chairman,32.37,66945569,2021-12-16 00:00:00,2021-12-16 19:58:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS RICHARD,Executive Chairman,32.37,66945569,2021-12-16 00:00:00,2021-12-16 19:58:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS RICHARD,Executive Chairman,32.37,66945569,2021-12-16 00:00:00,2021-12-16 19:58:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS BRUCE,Vice Chairman,32.37,25104588,2021-12-16 00:00:00,2021-12-16 20:00:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS BRUCE,Vice Chairman,32.37,25104588,2021-12-16 00:00:00,2021-12-16 20:00:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
GIC,LEEDS BRUCE,Vice Chairman,32.37,25104588,2021-12-16 00:00:00,2021-12-16 20:00:00,39.40999985,39.71,GIC,21.74853212851406,22.675316651220278
LAZY,"Coliseum Capital Management, L",Director,20.37,1703156,2021-12-16 00:00:00,2021-12-16 18:59:00,20.16500092,20.51,LAZY,-1.0063774177712337,0.6872852233677004
SAFE,ISTAR INC.,10% Owner,72.38,499929,2021-12-16 00:00:00,2021-12-16 16:08:00,73.91000366,72.05,SAFE,2.1138486598507953,-0.45592705167173014
PRGO,Alford Bradley A,Director,36.88,479409,2021-12-16 00:00:00,2021-12-16 15:39:00,37.50999832,36.97,PRGO,1.7082383947939224,0.24403470715834139
PRGO,Alford Bradley A,Director,36.88,479409,2021-12-16 00:00:00,2021-12-16 15:39:00,37.50999832,36.97,PRGO,1.7082383947939224,0.24403470715834139
PRGO,Parker Geoffrey M.,Director,36.85,184270,2021-12-16 00:00:00,2021-12-17 12:34:00,37.50999832,36.97,PRGO,1.7910402170963358,0.3256445047489754
